time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-05T04:34:39.630Z,19.0314999,-155.1866608,6.61,2.55,md,18,252,0.251,0.24,hv,hv70117876,2018-05-05T04:38:00.880Z,"36km ESE of Pahala, Hawaii",earthquake,0.93,1.13,0.17,10,automatic,hv,hv
2018-05-05T04:30:53.530Z,19.2723331,-155.3753357,-0.39,2.49,ml,24,143,0.04048,0.21,hv,hv70117861,2018-05-05T04:36:55.120Z,"13km NE of Pahala, Hawaii",earthquake,0.4,0.3,0.5,7,automatic,hv,hv
2018-05-05T04:26:11.180Z,19.2188333,-155.3265,0.1,3.03,ml,19,196,0.06961,0.09,hv,hv70117851,2018-05-05T23:01:30.865Z,"16km E of Pahala, Hawaii",earthquake,0.71,0.73,0.183,37,reviewed,hv,hv
2018-05-05T04:04:17.670Z,19.427,-155.2281667,1.54,2.89,ml,18,166,0.01522,0.08,hv,hv70117771,2018-05-06T01:39:48.220Z,"1km ESE of Volcano, Hawaii",earthquake,0.25,0.3,0.155,17,reviewed,hv,hv
2018-05-05T04:01:51.270Z,19.3355007,-155.1085052,7.06,2.53,ml,38,177,0.04873,0.19,hv,hv70117766,2018-05-05T04:07:27.770Z,"17km SE of Volcano, Hawaii",earthquake,0.41,0.38,1.74,27,automatic,hv,hv
2018-05-05T03:59:26.850Z,30.6889,131.3401,28.39,4.6,mb,,101,2.46,0.59,us,us1000dyk0,2018-05-05T04:34:28.040Z,"32km E of Nishinoomote, Japan",earthquake,7.4,5.6,0.078,49,reviewed,us,us
2018-05-05T03:55:52.210Z,19.1996667,-155.316,0.92,2.98,ml,27,191,0.08572,0.11,hv,hv70117751,2018-05-05T23:09:57.040Z,"17km E of Pahala, Hawaii",earthquake,0.63,1.23,0.144,28,reviewed,hv,hv
2018-05-05T03:52:13.150Z,19.2371674,-154.9498291,2.26,2.89,ml,16,279,0.1761,0.39,hv,hv70117731,2018-05-05T03:57:47.390Z,"25km S of Leilani Estates, Hawaii",earthquake,2.2,1.62,0.28,16,automatic,hv,hv
2018-05-05T03:41:06.720Z,19.2683334,-155.1656647,4.28,2.71,ml,41,176,0.0387,0.23,hv,hv70117701,2018-05-05T03:46:43.950Z,"19km SSE of Volcano, Hawaii",earthquake,0.57,1.25,1.78,27,automatic,hv,hv
2018-05-05T03:36:14.990Z,19.2411667,-155.3548333,1.3,2.48,md,12,191,0.04048,0.08,hv,hv70117691,2018-05-05T06:24:03.520Z,"13km ENE of Pahala, Hawaii",earthquake,0.67,0.74,0.098,8,reviewed,hv,hv
2018-05-05T03:35:14.230Z,19.4991665,-155.3690033,1.15,2.76,ml,23,143,0.01713,0.2,hv,hv70117686,2018-05-05T03:40:50.970Z,"15km WNW of Volcano, Hawaii",earthquake,0.58,0.42,0.27,12,automatic,hv,hv
2018-05-05T03:32:46.990Z,19.3326667,-155.0015,-0.67,2.74,md,21,217,0.0982,0.18,hv,hv70117681,2018-05-06T09:32:20.070Z,"17km SSW of Leilani Estates, Hawaii",earthquake,1.65,0.52,0.041,8,reviewed,hv,hv
2018-05-05T03:30:15.920Z,19.0686667,-155.0456667,8.67,4.6,mb,61,243,0.23,0.11,hv,hv70117676,2018-05-05T06:39:16.008Z,"44km SSE of Volcano, Hawaii",earthquake,0.54,0.47,,82,reviewed,hv,hv
2018-05-05T03:28:22.450Z,19.3338337,-155.1035004,-0.11,2.65,ml,22,186,0.04998,0.23,hv,hv70117661,2018-05-05T11:30:52.172Z,"17km SE of Volcano, Hawaii",earthquake,0.73,0.31,2.93,9,automatic,hv,hv
2018-05-05T03:27:49.030Z,19.2258339,-155.3286591,-0.6,2.65,ml,37,161,0.06607,0.28,hv,hv70117656,2018-05-05T11:30:25.808Z,"16km E of Pahala, Hawaii",earthquake,0.86,0.24,3.21,29,automatic,hv,hv
2018-05-05T03:26:00.750Z,19.2091675,-155.31633,-0.6,2.63,ml,48,170,0.08171,0.24,hv,hv70117651,2018-05-05T03:31:35.780Z,"17km E of Pahala, Hawaii",earthquake,0.69,0.21,2.73,32,automatic,hv,hv
2018-05-05T03:14:06.970Z,19.1798325,-155.1363373,9.01,2.59,ml,23,255,0.1057,0.2,hv,hv70117611,2018-05-05T03:19:43.210Z,"29km SSE of Volcano, Hawaii",earthquake,0.8,0.59,0.12,3,automatic,hv,hv
2018-05-05T03:03:54.300Z,19.4120007,-155.3235016,3.51,2.54,ml,17,84,0.02046,0.18,hv,hv70117576,2018-05-05T03:09:38.550Z,"9km WSW of Volcano, Hawaii",earthquake,0.44,0.91,0.31,7,automatic,hv,hv
2018-05-05T03:01:41.510Z,19.2861671,-154.9143372,-0.36,3.27,ml,41,249,0.1687,0.35,hv,hv70117566,2018-05-05T11:04:12.581Z,"20km S of Leilani Estates, Hawaii",earthquake,2.35,0.73,1.74,29,automatic,hv,hv
2018-05-05T02:59:08.450Z,19.3458333,-155.1308333,5.79,3.04,ml,38,135,0.03916,0.13,hv,hv70117561,2018-05-05T11:01:36.305Z,"14km SE of Volcano, Hawaii",earthquake,0.43,0.57,0.161,24,reviewed,hv,hv
2018-05-05T02:57:33.010Z,19.4338341,-155.3231659,0.02,2.54,ml,13,104,0.0328,0.23,hv,hv70117556,2018-05-05T11:00:13.876Z,"8km W of Volcano, Hawaii",earthquake,0.58,0.72,0.39,18,automatic,hv,hv
2018-05-05T02:57:32.630Z,19.4185009,-155.3113403,3.51,2.53,ml,19,82,0.01594,0.17,hv,hv70117551,2018-05-05T11:00:09.393Z,"7km W of Volcano, Hawaii",earthquake,0.4,0.66,0.36,17,automatic,hv,hv
2018-05-05T02:56:30.410Z,19.3355007,-155.1206665,-0.59,2.58,ml,26,170,0.04931,0.3,hv,hv70117546,2018-05-05T03:02:07.420Z,"16km SE of Volcano, Hawaii",earthquake,0.8,0.27,2.87,10,automatic,hv,hv
2018-05-05T02:55:57.830Z,19.2346668,-155.3061676,-0.8,2.47,ml,12,207,0.06128,0.13,hv,hv70117541,2018-05-05T03:01:32.220Z,"18km E of Pahala, Hawaii",earthquake,0.7,0.27,3.26,14,automatic,hv,hv
2018-05-05T02:54:06.720Z,19.4281673,-155.3175049,1.34,2.54,ml,11,221,0.02587,0.14,hv,hv70117526,2018-05-05T02:59:42.960Z,"8km W of Volcano, Hawaii",earthquake,0.48,0.65,2.03,11,automatic,hv,hv
2018-05-05T02:53:32.440Z,19.2146664,-155.318161,-0.6,2.79,ml,36,182,0.07833,0.18,hv,hv70117521,2018-05-05T02:59:12.600Z,"17km E of Pahala, Hawaii",earthquake,0.58,0.2,2.63,30,automatic,hv,hv
2018-05-05T02:52:49.490Z,19.4195004,-155.326828,3.51,2.72,ml,10,148,0.02801,0.1,hv,hv70117516,2018-05-05T02:58:24.150Z,"9km W of Volcano, Hawaii",earthquake,0.53,1.26,4.56,4,automatic,hv,hv
2018-05-05T02:44:58.090Z,19.3120003,-155.201004,-0.75,2.67,ml,12,151,0.06297,0.11,hv,hv70117486,2018-05-05T10:47:57.834Z,"13km SSE of Volcano, Hawaii",earthquake,0.5,0.35,0.26,4,automatic,hv,hv
2018-05-05T02:44:01.770Z,19.5953,-67.8831,60,2.65,md,4,296,1.1906,0.31,pr,pr2018125001,2018-05-05T06:45:45.372Z,"124km NNE of Punta Cana, Dominican Republic",earthquake,6.59,17.97,0.45,4,reviewed,pr,pr
2018-05-05T02:38:04.650Z,19.3388329,-155.1148376,-0.2,2.66,ml,35,180,0.04669,0.3,hv,hv70117471,2018-05-05T02:43:54.690Z,"16km SE of Volcano, Hawaii",earthquake,0.78,0.29,2.83,10,automatic,hv,hv
2018-05-05T02:30:34.530Z,19.3968334,-155.2606659,-1.1,3.26,ml,36,42,0.005255,0.36,hv,hv70117446,2018-05-05T02:36:18.140Z,"4km SSW of Volcano, Hawaii",earthquake,0.23,0.3,2.47,30,automatic,hv,hv
2018-05-05T02:27:20.600Z,19.1630001,-155.2936707,5.91,2.71,ml,35,218,0.123,0.3,hv,hv70117436,2018-05-05T02:32:56.530Z,"20km ESE of Pahala, Hawaii",earthquake,0.73,1.05,3.51,13,automatic,hv,hv
2018-05-05T02:26:51.880Z,19.1905003,-155.2731628,9.37,2.68,ml,15,266,0.1012,0.32,hv,hv70117431,2018-05-05T02:32:27.920Z,"21km E of Pahala, Hawaii",earthquake,1.64,1.07,2.44,28,automatic,hv,hv
2018-05-05T02:17:03.700Z,19.2625008,-155.1806641,4.5,2.78,ml,11,268,0.04553,0.09,hv,hv70117406,2018-05-05T10:20:02.350Z,"19km SSE of Volcano, Hawaii",earthquake,0.9,1.67,2.62,24,automatic,hv,hv
2018-05-05T02:14:23.720Z,19.4078331,-155.3221741,3.32,2.87,ml,37,42,0.01643,0.2,hv,hv70117401,2018-05-05T02:20:16.810Z,"9km WSW of Volcano, Hawaii",earthquake,0.33,0.64,1.84,27,automatic,hv,hv
2018-05-05T02:02:54.070Z,19.3318329,-155.1089935,5.54,2.9,ml,49,159,0.04951,0.26,hv,hv70117361,2018-05-05T03:24:11.040Z,"17km SE of Volcano, Hawaii",earthquake,0.57,0.63,2.99,40,automatic,hv,hv
2018-05-05T02:01:51.090Z,19.4023342,-155.3343353,5.38,2.45,ml,13,101,0.01438,0.13,hv,hv70117356,2018-05-05T02:07:26.500Z,"10km WSW of Volcano, Hawaii",earthquake,0.42,1.18,0.15,3,automatic,hv,hv
2018-05-05T02:01:16.540Z,19.3206673,-155.1943359,3.18,2.48,ml,18,97,0.04856,0.16,hv,hv70117346,2018-05-05T02:06:52.340Z,"13km SSE of Volcano, Hawaii",earthquake,0.6,1.49,0.38,10,automatic,hv,hv
2018-05-05T01:58:03.780Z,19.3296661,-155.1181641,0.37,2.71,ml,41,165,0.04478,0.27,hv,hv70117341,2018-05-05T02:03:40.850Z,"16km SE of Volcano, Hawaii",earthquake,0.81,0.46,2.34,27,automatic,hv,hv
2018-05-05T01:55:25.680Z,19.3276672,-155.0881653,2.09,3.39,ml,53,209,0.05749,0.28,hv,hv70117326,2018-05-05T09:58:26.506Z,"19km SE of Volcano, Hawaii",earthquake,0.65,0.7,3.39,42,automatic,hv,hv
2018-05-05T01:54:52.890Z,19.9078,-64.1656,66,3.62,md,11,344,2.4395,0.28,pr,pr2018125000,2018-05-05T06:45:35.508Z,"171km NNE of Road Town, British Virgin Islands",earthquake,3.89,18.38,0.17,7,reviewed,pr,pr
2018-05-05T01:49:49.010Z,19.4093342,-155.3345032,3.9,2.65,ml,44,45,0.02023,0.27,hv,hv70117316,2018-05-05T01:55:25.410Z,"10km WSW of Volcano, Hawaii",earthquake,0.39,1.4,2.62,35,automatic,hv,hv
2018-05-05T01:41:21.290Z,19.2006664,-155.3265076,-0.44,2.9,ml,48,177,0.07644,0.24,hv,hv70117291,2018-05-05T01:47:07.260Z,"16km E of Pahala, Hawaii",earthquake,0.94,0.28,2.69,33,automatic,hv,hv
2018-05-05T01:38:16.700Z,19.2515,-154.8933333,9.35,2.52,ml,17,282,0.2045,0.12,hv,hv70117276,2018-05-05T02:20:01.290Z,"24km S of Leilani Estates, Hawaii",earthquake,0.64,0.67,0.127,23,reviewed,hv,hv
2018-05-05T01:34:46.770Z,19.2156658,-155.3130035,-0.56,2.81,ml,40,206,0.08033,0.2,hv,hv70117266,2018-05-05T01:40:22.330Z,"17km E of Pahala, Hawaii",earthquake,0.74,0.17,1.66,30,automatic,hv,hv
2018-05-05T01:33:20.910Z,19.3195,-155.1866608,2.14,2.56,ml,48,103,0.05231,0.18,hv,hv70117261,2018-05-05T01:38:53.890Z,"13km SSE of Volcano, Hawaii",earthquake,0.31,0.68,0.29,13,automatic,hv,hv
2018-05-05T01:32:53.730Z,19.3311672,-155.1775055,2.84,2.48,ml,36,88,0.04865,0.13,hv,hv70117256,2018-05-05T01:38:28.920Z,"12km SSE of Volcano, Hawaii",earthquake,0.31,0.67,2.08,19,automatic,hv,hv
2018-05-05T01:28:38.150Z,19.3365,-154.9878333,1,3.37,ml,19,232,0.09787,0.18,hv,hv70117246,2018-05-05T09:31:34.060Z,"16km SSW of Leilani Estates, Hawaii",earthquake,1.98,1.35,0.169,37,reviewed,hv,hv
2018-05-05T01:28:15.720Z,19.1546667,-154.6188333,0.37,3.22,ml,21,318,0.412,0.12,hv,hv70117241,2018-05-06T10:01:32.820Z,"46km SE of Leilani Estates, Hawaii",earthquake,4.92,5.19,0.117,37,reviewed,hv,hv
2018-05-05T01:25:38.310Z,19.3926659,-155.2875061,0.57,2.74,ml,12,109,0.006674,0.2,hv,hv70117236,2018-05-05T01:31:22.320Z,"6km SW of Volcano, Hawaii",earthquake,0.58,0.38,2.41,9,automatic,hv,hv
2018-05-05T01:25:37.480Z,19.3833332,-155.2818298,1.31,2.77,ml,21,81,0.003184,0.13,hv,hv70117231,2018-05-05T09:28:19.772Z,"7km SW of Volcano, Hawaii",earthquake,0.23,0.31,2.45,9,automatic,hv,hv
2018-05-05T01:23:27.680Z,19.2693329,-155.3736725,1.03,2.55,md,11,150,0.03885,0.11,hv,hv70117221,2018-05-05T09:25:58.606Z,"13km ENE of Pahala, Hawaii",earthquake,0.42,0.76,0.31,4,automatic,hv,hv
2018-05-05T01:20:27.850Z,19.3111667,-154.7831667,10.06,4.74,ml,54,279,0.1923,0.13,hv,hv70117211,2018-05-05T19:30:33.015Z,"20km SE of Leilani Estates, Hawaii",earthquake,0.72,0.35,0.145,40,reviewed,hv,hv
2018-05-05T01:19:51.810Z,19.3759995,-155.2805023,0.71,2.94,ml,10,221,0.01054,0.18,hv,hv70117206,2018-05-05T01:25:29.410Z,"7km SW of Volcano, Hawaii",earthquake,0.64,0.53,3.65,32,automatic,hv,hv
2018-05-05T01:19:39.020Z,19.2688332,-155.201004,1.22,2.45,ml,16,191,0.02551,0.11,hv,hv70117201,2018-05-05T09:22:23.415Z,"18km SSE of Volcano, Hawaii",earthquake,0.68,0.43,4.34,14,automatic,hv,hv
2018-05-05T01:19:14.480Z,19.3516667,-155.0268333,4.06,2.51,ml,8,264,0.06801,0.08,hv,hv70117196,2018-05-06T00:38:14.720Z,"17km SW of Leilani Estates, Hawaii",earthquake,1.14,5.27,0.116,12,reviewed,hv,hv
2018-05-05T01:17:38.850Z,19.4158325,-155.3358307,4.19,2.45,ml,18,56,0.02658,0.24,hv,hv70117191,2018-05-05T09:20:10.080Z,"10km W of Volcano, Hawaii",earthquake,0.55,1.96,0.53,9,automatic,hv,hv
2018-05-05T01:16:15.070Z,19.3610001,-155.267334,0.05,2.62,ml,21,75,0.01113,0.24,hv,hv70117186,2018-05-05T01:21:53.090Z,"8km SSW of Volcano, Hawaii",earthquake,0.27,0.35,0.28,19,automatic,hv,hv
2018-05-05T01:13:20.150Z,19.2315006,-155.3368378,-0.11,3.09,ml,37,158,0.05763,0.26,hv,hv70117171,2018-05-05T09:15:49.071Z,"15km E of Pahala, Hawaii",earthquake,0.67,0.22,3.36,14,automatic,hv,hv
2018-05-05T01:11:51.250Z,19.3255005,-155.1843262,2.31,2.8,ml,50,94,0.05551,0.25,hv,hv70117161,2018-05-05T01:17:28.400Z,"12km SSE of Volcano, Hawaii",earthquake,0.34,0.69,2.67,33,automatic,hv,hv
2018-05-05T01:06:58.720Z,19.4118328,-155.3196716,3.01,2.98,ml,40,43,0.01927,0.27,hv,hv70117151,2018-05-05T09:09:42.649Z,"8km WSW of Volcano, Hawaii",earthquake,0.37,0.69,2.74,34,automatic,hv,hv
2018-05-05T01:06:12.240Z,19.2693329,-155.0946655,2.27,3.36,ml,13,285,0.03644,0.25,hv,hv70117141,2018-05-05T01:11:46.470Z,"23km SE of Volcano, Hawaii",earthquake,1.77,1.04,0.56,27,automatic,hv,hv
2018-05-05T01:03:29.580Z,19.3416672,-155.3028259,0.26,2.67,ml,10,198,0.006193,0.14,hv,hv70117121,2018-05-05T01:09:06.320Z,"12km SW of Volcano, Hawaii",earthquake,0.95,0.39,0.33,17,automatic,hv,hv
2018-05-05T01:03:05.470Z,19.4168339,-155.3218384,0.86,2.72,ml,21,116,0.02297,0.36,hv,hv70117116,2018-05-05T01:08:42.100Z,"8km W of Volcano, Hawaii",earthquake,0.5,0.68,0.39,19,automatic,hv,hv
2018-05-05T01:01:27.990Z,19.2929993,-155.1918335,6.95,2.91,ml,18,265,0.03313,0.13,hv,hv70117111,2018-05-05T03:29:43.040Z,"16km SSE of Volcano, Hawaii",earthquake,0.8,0.58,0.29,17,automatic,hv,hv
2018-05-05T01:00:33.100Z,19.3715,-155.2521667,0.39,2.67,ml,8,139,0.01066,0.28,hv,hv70117106,2018-05-05T01:06:08.780Z,"6km SSW of Volcano, Hawaii",earthquake,0.6,0.41,0.26,9,automatic,hv,hv
2018-05-05T00:57:01.310Z,19.3996667,-155.26,0.68,3.02,ml,17,69,0.005867,0.08,hv,hv70117096,2018-05-05T05:01:23.720Z,"4km SW of Volcano, Hawaii",earthquake,0.16,0.21,0.23,25,reviewed,hv,hv
2018-05-05T00:54:58.440Z,19.4223333,-155.3205,2.51,3.04,ml,19,104,0.02487,0.08,hv,hv70117091,2018-05-05T01:36:37.810Z,"8km W of Volcano, Hawaii",earthquake,0.31,0.51,0.233,34,reviewed,hv,hv
2018-05-05T00:46:35.980Z,19.2163334,-155.3141632,-0.78,2.68,md,19,233,0.07975,0.17,hv,hv70117061,2018-05-05T08:49:17.637Z,"17km E of Pahala, Hawaii",earthquake,1.33,0.4,0.39,6,automatic,hv,hv
2018-05-05T00:37:10.590Z,19.2096667,-155.3211667,8.93,5.3,mb,52,179,0.07726,0.22,hv,hv70117041,2018-05-06T05:06:32.439Z,"16km E of Pahala, Hawaii",earthquake,0.48,0.66,,149,reviewed,hv,hv
2018-05-05T00:35:51.210Z,19.427166,-155.2805023,0.55,2.54,ml,15,94,0.01004,0.12,hv,hv70117031,2018-05-05T08:38:28.894Z,"4km W of Volcano, Hawaii",earthquake,0.29,0.18,1.54,21,automatic,hv,hv
2018-05-05T00:35:50.070Z,19.4233341,-155.3073273,3.82,2.81,ml,35,70,0.01544,0.21,hv,hv70117026,2018-05-05T08:38:24.312Z,"7km W of Volcano, Hawaii",earthquake,0.33,0.53,0.35,20,automatic,hv,hv
2018-05-05T00:33:43.530Z,19.4104996,-155.3175049,3.94,2.85,ml,44,40,0.01696,0.2,hv,hv70117016,2018-05-05T00:39:26.050Z,"8km WSW of Volcano, Hawaii",earthquake,0.32,0.57,1.73,27,automatic,hv,hv
2018-05-05T00:32:37.660Z,19.3473339,-155.3204956,-0.05,2.58,ml,9,212,0.05228,0.22,hv,hv70117011,2018-05-05T08:35:11.670Z,"12km SW of Volcano, Hawaii",earthquake,1.21,1.42,0.67,3,automatic,hv,hv
2018-05-05T00:22:42.540Z,19.3630009,-155.1730042,3.62,3.21,ml,28,139,0.01673,0.39,hv,hv70116981,2018-05-05T08:25:11.016Z,"10km SE of Volcano, Hawaii",earthquake,1.19,2.02,3.23,35,automatic,hv,hv
2018-05-05T00:21:36.350Z,19.3128338,-154.8964996,6.01,2.61,ml,11,278,0.1436,0.2,hv,hv70116976,2018-05-05T00:27:14.090Z,"17km S of Leilani Estates, Hawaii",earthquake,1.2,1.5,0.13,4,automatic,hv,hv
2018-05-05T00:20:39.090Z,19.4178333,-155.308,3.26,2.7,ml,12,105,0.01346,0.07,hv,hv70116971,2018-05-05T01:44:24.570Z,"7km W of Volcano, Hawaii",earthquake,0.46,0.57,0.129,11,reviewed,hv,hv
2018-05-05T00:19:20.980Z,19.2821667,-155.2131667,9.21,3.13,ml,40,149,0.01088,0.12,hv,hv70116966,2018-05-05T08:21:52.957Z,"16km S of Volcano, Hawaii",earthquake,0.35,0.46,0.212,36,reviewed,hv,hv
2018-05-05T00:17:28.850Z,34.1548333,-117.4758333,7.09,2.59,ml,112,12,0.05504,0.18,ci,ci38164816,2018-05-05T23:45:35.928Z,"7km NNW of Fontana, CA",earthquake,0.11,0.28,0.135,24,reviewed,ci,ci
2018-05-05T00:14:04.130Z,19.3593333,-154.8715,8.73,3.29,ml,5,308,0.1056,0.08,hv,hv70116956,2018-05-06T08:45:37.335Z,"12km SSE of Leilani Estates, Hawaii",earthquake,1.23,1.66,0.206,32,reviewed,hv,hv
2018-05-05T00:13:30.520Z,19.4178333,-155.3249969,4.76,2.62,ml,16,49,0.02609,0.24,hv,hv70116951,2018-05-05T08:16:01.409Z,"9km W of Volcano, Hawaii",earthquake,0.69,1.69,0.52,8,automatic,hv,hv
2018-05-05T00:10:56.740Z,19.3291664,-155.1575012,-0.34,2.77,ml,14,112,0.05075,0.19,hv,hv70116936,2018-05-05T00:16:35.530Z,"14km SE of Volcano, Hawaii",earthquake,0.48,0.29,0.1,3,automatic,hv,hv
2018-05-05T00:03:11.730Z,19.3981667,-155.331665,7.15,2.69,ml,15,98,0.04445,0.3,hv,hv70116896,2018-05-05T08:06:49.340Z,"10km WSW of Volcano, Hawaii",earthquake,0.75,1.57,0.34,7,automatic,hv,hv
2018-05-04T23:59:58.900Z,19.4096661,-155.2321625,1.42,2.98,ml,20,73,0.00793,0.22,hv,hv70116886,2018-05-05T08:02:31.451Z,"2km SSE of Volcano, Hawaii",earthquake,0.32,0.53,0.24,20,automatic,hv,hv
2018-05-04T23:59:35.020Z,19.4134998,-155.326004,4.34,3.13,ml,19,80,0.022,0.17,hv,hv70116881,2018-05-05T08:02:23.443Z,"9km WSW of Volcano, Hawaii",earthquake,0.5,1.29,0.25,17,automatic,hv,hv
2018-05-04T23:58:11.910Z,19.4419994,-155.204834,2.05,2.88,ml,13,231,0.0414,0.26,hv,hv70116876,2018-05-05T08:00:40.189Z,"3km ENE of Volcano, Hawaii",earthquake,2.34,2.03,0.11,5,automatic,hv,hv
2018-05-04T23:57:22.500Z,19.3661671,-155.0041656,-0.55,3.24,ml,51,193,0.06709,0.39,hv,hv70116871,2018-05-05T00:02:59.760Z,"14km SW of Leilani Estates, Hawaii",earthquake,1.56,0.49,2.22,32,automatic,hv,hv
2018-05-04T23:54:55.850Z,19.362,-154.9571667,1.59,3.05,ml,7,225,0.08406,0.11,hv,hv70116866,2018-05-06T01:41:20.580Z,"12km SSW of Leilani Estates, Hawaii",earthquake,1.13,1.52,0.15,36,reviewed,hv,hv
2018-05-04T23:54:16.880Z,19.3071671,-155.2086639,0.24,2.74,ml,16,159,0.02989,0.1,hv,hv70116861,2018-05-04T23:59:52.030Z,"14km SSE of Volcano, Hawaii",earthquake,0.44,0.4,2.64,11,automatic,hv,hv
2018-05-04T23:52:42.370Z,19.3444996,-155.1238403,-0.61,2.53,ml,14,147,0.04018,0.37,hv,hv70116856,2018-05-04T23:58:19.710Z,"15km SE of Volcano, Hawaii",earthquake,0.98,0.48,0.51,5,automatic,hv,hv
2018-05-04T23:50:52.170Z,19.2666664,-155.2263336,7.79,2.99,ml,23,238,0.01457,0.2,hv,hv70116851,2018-05-04T23:56:29.820Z,"18km S of Volcano, Hawaii",earthquake,0.82,0.71,2.62,12,automatic,hv,hv
2018-05-04T23:47:54.690Z,19.4123333,-155.3103333,4.17,3.66,ml,52,37,0.01128,0.11,hv,hv70116846,2018-05-06T08:49:54.120Z,"7km WSW of Volcano, Hawaii",earthquake,0.23,0.38,0.194,43,reviewed,hv,hv
2018-05-04T23:45:53.330Z,19.2966671,-155.2086639,5.57,2.56,ml,30,202,0.02153,0.16,hv,hv70116841,2018-05-05T07:48:39.173Z,"15km SSE of Volcano, Hawaii",earthquake,0.63,0.91,0.25,6,automatic,hv,hv
2018-05-04T23:41:02.730Z,19.4371662,-155.3116608,1.33,2.71,ml,17,100,0.02517,0.21,hv,hv70116831,2018-05-05T07:43:44.795Z,"7km W of Volcano, Hawaii",earthquake,0.5,0.71,0.29,10,automatic,hv,hv
2018-05-04T23:40:08.580Z,19.4048328,-155.322998,6.44,2.65,md,17,73,0.01338,0.14,hv,hv70116826,2018-05-05T07:43:49.177Z,"9km WSW of Volcano, Hawaii",earthquake,0.44,0.83,0.19,3,automatic,hv,hv
2018-05-04T23:37:20.680Z,19.392334,-155.2888336,5.87,2.84,ml,14,198,0.005396,0.24,hv,hv70116816,2018-05-05T07:40:19.906Z,"6km SW of Volcano, Hawaii",earthquake,1.25,0.82,0.27,7,automatic,hv,hv
2018-05-04T23:34:36.520Z,19.4123333,-155.3186667,4.36,2.89,ml,20,88,0.01851,0.09,hv,hv70116806,2018-05-05T07:37:02.994Z,"8km WSW of Volcano, Hawaii",earthquake,0.41,0.57,0.192,23,reviewed,hv,hv
2018-05-04T23:33:56.650Z,19.3565006,-155.0146637,1.29,3.32,ml,24,222,0.07308,0.22,hv,hv70116801,2018-05-04T23:39:32.140Z,"15km SW of Leilani Estates, Hawaii",earthquake,1.31,0.87,0.29,14,automatic,hv,hv
2018-05-04T23:32:37.440Z,19.4006672,-155.3318329,3.14,2.65,ml,16,106,0.0116,0.19,hv,hv70116791,2018-05-04T23:38:15.540Z,"10km WSW of Volcano, Hawaii",earthquake,0.52,1.1,0.52,3,automatic,hv,hv
2018-05-04T23:32:10.720Z,19.430666,-155.2966614,1.35,2.71,ml,13,206,0.01095,0.28,hv,hv70116786,2018-05-05T07:34:37.069Z,"6km W of Volcano, Hawaii",earthquake,0.79,0.8,0.25,8,automatic,hv,hv
2018-05-04T23:29:15.510Z,19.4169998,-155.3240051,1.04,2.91,ml,11,142,0.02489,0.2,hv,hv70116771,2018-05-05T07:31:44.211Z,"9km W of Volcano, Hawaii",earthquake,0.75,1.02,0.44,5,automatic,hv,hv
2018-05-04T23:26:20.160Z,19.423,-155.3085,5.02,2.85,ml,22,126,0.01649,0.08,hv,hv70116761,2018-05-05T07:28:56.554Z,"7km W of Volcano, Hawaii",earthquake,0.35,0.52,0.211,20,reviewed,hv,hv
2018-05-04T23:24:56.870Z,19.3134995,-155.094162,0.85,2.92,ml,38,220,0.04294,0.36,hv,hv70116756,2018-05-05T07:27:23.639Z,"19km SE of Volcano, Hawaii",earthquake,1.68,1.14,0.18,6,automatic,hv,hv
2018-05-04T23:22:53.460Z,19.2125,-154.8598333,9.18,3.42,ml,28,266,0.2482,0.14,hv,hv70116741,2018-05-06T08:45:32.584Z,"28km SSE of Leilani Estates, Hawaii",earthquake,1.39,0.52,0.139,46,reviewed,hv,hv
2018-05-04T23:21:22.660Z,19.3523333,-154.834,6.76,3.24,ml,12,278,0.1301,0.07,hv,hv70116731,2018-05-06T00:12:26.040Z,"15km SE of Leilani Estates, Hawaii",earthquake,1.68,2.61,0.154,9,reviewed,hv,hv
2018-05-04T23:20:36.880Z,19.3880005,-155.2806702,1.48,3.14,ml,21,66,0.001763,0.11,hv,hv70116726,2018-05-05T07:23:09.051Z,"6km SW of Volcano, Hawaii",earthquake,0.21,0.28,0.38,19,automatic,hv,hv
2018-05-04T23:18:02.520Z,19.4241657,-155.3159943,4.54,3.38,ml,43,47,0.02307,0.19,hv,hv70116721,2018-05-05T07:21:08.148Z,"8km W of Volcano, Hawaii",earthquake,0.31,0.61,1.71,29,automatic,hv,hv
2018-05-04T23:17:04.330Z,19.4523335,-155.2964935,0.59,2.79,ml,12,195,0.0316,0.24,hv,hv70116711,2018-05-05T07:19:38.105Z,"6km WNW of Volcano, Hawaii",earthquake,0.67,1,0.62,3,automatic,hv,hv
2018-05-04T23:11:09.540Z,19.4063333,-155.3251667,3.89,2.95,ml,25,57,0.01483,0.09,hv,hv70116691,2018-05-05T23:58:04.040Z,"9km WSW of Volcano, Hawaii",earthquake,0.26,0.58,0.191,37,reviewed,hv,hv
2018-05-04T23:10:06.960Z,19.4156667,-155.329,3.3,2.63,ml,10,239,0.0245,0.08,hv,hv70116681,2018-05-05T01:28:27.580Z,"9km W of Volcano, Hawaii",earthquake,0.74,1.12,0.22,12,reviewed,hv,hv
